inventory_id,film_id,store_id
343,76,1
344,76,1
345,77,1
346,77,1
347,77,1
348,77,1
349,77,2
350,77,2
351,78,1
352,78,1
353,78,1
354,78,2
355,78,2
356,78,2
357,78,2
358,79,1
359,79,1
360,79,1
361,79,2
362,79,2
363,79,2
364,80,1
365,80,1
366,80,1
367,80,1
368,81,1
369,81,1
370,81,1
371,81,1
372,82,1
373,82,1
374,83,1
375,83,1
376,83,1
377,83,2
378,83,2
379,84,1
380,84,1
381,84,1
382,84,1
383,85,2
384,85,2
385,85,2
386,85,2
387,86,1
388,86,1
389,86,1
390,86,1
391,86,2
392,86,2
393,86,2
394,86,2
395,88,2
396,88,2
397,88,2
398,88,2
399,89,1
400,89,1
401,89,1
402,89,2
403,89,2
404,89,2
405,90,1
406,90,1
407,90,1
408,90,2
409,90,2
410,90,2
411,91,1
412,91,1
413,91,1
414,91,1
415,91,2
416,91,2
417,91,2
418,91,2
419,92,1
420,92,1
421,92,2
422,92,2
423,93,2
424,93,2
425,93,2
426,94,1
427,94,1
428,95,1
429,95,1
430,95,2
431,95,2
432,95,2
433,96,1
434,96,1
435,96,1
436,97,1
437,97,1
438,97,1
439,97,1
440,97,2
441,97,2
442,98,1
443,98,1
444,98,1
445,99,1
446,99,1
447,99,1
448,99,2
449,99,2
450,99,2
451,100,1
452,100,1
453,100,1
454,100,1
455,100,2
456,100,2
457,101,1
458,101,1
459,101,1
460,101,1
461,101,2
462,101,2
463,102,2
464,102,2
465,103,1
466,103,1
467,103,1
468,103,1
469,103,2
470,103,2
471,103,2
472,103,2
473,104,2
474,104,2
475,104,2
476,105,1
477,105,1
478,105,2
479,105,2
480,105,2
481,106,1
482,106,1
483,107,2
484,107,2
485,109,1
486,109,1
487,109,1
488,109,1
489,109,2
490,109,2
491,109,2
492,109,2
493,110,1
494,110,1
495,110,1
496,110,1
497,111,2
498,111,2
499,111,2
500,111,2
501,112,1
502,112,1
503,112,1
504,112,1
505,112,2
506,112,2
507,112,2
508,113,2
509,113,2
510,113,2
511,113,2
512,114,1
513,114,1
514,114,1
515,114,1
516,114,2
517,114,2
518,114,2
519,115,1
520,115,1
521,115,1
522,115,2
523,115,2
524,115,2
525,115,2
526,116,1
527,116,1
528,116,2
529,116,2
530,116,2
531,116,2
532,117,1
533,117,1
534,117,1
535,117,1
536,117,2
537,117,2
538,118,1
539,118,1
540,118,1
541,118,1
542,118,2
543,118,2
544,119,1
545,119,1
546,119,1
547,119,2
548,119,2
549,119,2
550,119,2
551,120,1
552,120,1
553,120,1
554,121,1
555,121,1
556,121,1
557,121,2
558,121,2
559,121,2
560,122,1
561,122,1
562,122,1
563,122,1
564,122,2
565,122,2
566,122,2
567,123,1
568,123,1
569,123,2
570,123,2
571,123,2
572,124,2
573,124,2
574,124,2
575,125,2
576,125,2
577,126,2
578,126,2
579,126,2
580,127,1
581,127,1
582,127,1
583,127,1
584,127,2
585,127,2
586,127,2
587,127,2
588,129,1
589,129,1
590,129,1
591,129,2
592,129,2
593,129,2
594,130,1
595,130,1
596,130,2
597,130,2
598,130,2
599,130,2
600,131,1
601,131,1
602,131,1
603,131,1
604,131,2
605,131,2
606,132,1
607,132,1
608,132,1
609,132,1
610,132,2
611,132,2
612,133,1
613,133,1
614,133,2
615,133,2
616,134,2
617,134,2
618,134,2
619,135,1
620,135,1
621,135,1
622,135,2
623,135,2
624,135,2
625,135,2
626,136,1
627,136,1
628,136,1
629,137,2
630,137,2
631,137,2
632,137,2
633,138,1
634,138,1
635,138,2
636,138,2
637,138,2
638,139,1
639,139,1
640,139,1
641,139,1
642,139,2
643,139,2
644,140,1
645,140,1
646,140,2
647,140,2
648,140,2
649,141,1
650,141,1
651,141,1
652,141,2
653,141,2
654,142,1
655,142,1
656,142,1
657,142,2
658,142,2
659,143,1
660,143,1
661,143,1
662,143,1
663,143,2
664,143,2
665,143,2
666,145,2
667,145,2
668,145,2
669,146,1
670,146,1
671,146,1
672,147,1
673,147,1
674,147,1
675,147,2
676,147,2
677,147,2
678,149,1
679,149,1
680,149,1
681,149,2
682,149,2
683,149,2
684,150,1
685,150,1
686,150,2
687,150,2
688,150,2
689,150,2
690,151,1
691,151,1
692,151,2
693,151,2
694,152,1
695,152,1
696,152,1
697,152,1
698,153,1
699,153,1
700,153,1
701,153,1
702,154,1
703,154,1
704,154,1
705,154,2
706,154,2
707,154,2
708,154,2
709,155,1
710,155,1
711,155,2
712,155,2
713,155,2
714,156,2
715,156,2
716,157,2
717,157,2
718,157,2
719,158,1
720,158,1
721,158,2
722,158,2
723,158,2
724,159,1
725,159,1
726,159,1
727,159,1
728,159,2
729,159,2
730,159,2
731,160,1
732,160,1
733,160,2
734,160,2
735,160,2
736,161,1
737,161,1
738,162,1
739,162,1
740,162,1
741,162,2
742,162,2
743,162,2
744,162,2
745,163,2
746,163,2
747,163,2
748,164,1
749,164,1
750,164,2
751,164,2
752,164,2
753,165,1
754,165,1
755,165,1
756,165,2
757,165,2
758,166,1
759,166,1
760,166,1
761,166,1
762,166,2
763,166,2
764,167,1
765,167,1
766,167,1
767,167,1
768,167,2
769,167,2
770,167,2
771,168,1
772,168,1
773,169,1
774,169,1
775,169,2
776,169,2
777,170,1
778,170,1
779,170,2
780,170,2
781,170,2
782,170,2
783,172,1
784,172,1
785,172,1
786,172,1
787,172,2
788,172,2
789,172,2
790,173,1
791,173,1
792,173,1
793,173,2
794,173,2
795,174,1
796,174,1
797,174,1
798,174,1
799,174,2
800,174,2
801,174,2
802,174,2
803,175,1
804,175,1
805,175,2
806,175,2
807,175,2
808,176,1
809,176,1
810,176,2
811,176,2
812,176,2
813,176,2
814,177,2
815,177,2
816,177,2
817,178,1
818,178,1
819,179,1
820,179,1
821,179,1
822,179,1
823,180,2
824,180,2
825,181,1
826,181,1
827,181,1
828,181,2
829,181,2
830,181,2
831,181,2
832,182,1
833,182,1
834,183,1
835,183,1
836,183,1
837,183,2
838,183,2
839,183,2
840,184,1
841,184,1
842,184,2
843,184,2
844,184,2
845,185,1
846,185,1
847,186,1
848,186,1
849,186,2
850,186,2
851,187,2
852,187,2
853,187,2
854,188,1
855,188,1
856,188,1
857,189,1
858,189,1
859,189,2
860,189,2
861,189,2
862,189,2
863,190,2
864,190,2
865,190,2
866,190,2
867,191,1
868,191,1
869,191,1
870,191,2
871,191,2
872,191,2
873,193,1
874,193,1
875,193,1
876,193,1
877,193,2
878,193,2
879,193,2
880,193,2
881,194,1
882,194,1
883,194,2
884,194,2
885,196,1
886,196,1
887,197,1
888,197,1
889,199,1
890,199,1
891,199,1
892,199,1
893,199,2
894,199,2
895,199,2
896,199,2
897,200,1
898,200,1
899,200,1
900,200,1
901,200,2
902,200,2
903,200,2
904,200,2
905,201,1
906,201,1
907,201,1
908,201,1
909,202,1
910,202,1
911,202,1
912,203,2
913,203,2
914,203,2
915,203,2
916,204,1
917,204,1
918,204,1
919,204,1
920,204,2
921,204,2
922,205,1
923,205,1
924,205,1
925,205,1
926,206,1
927,206,1
928,206,1
929,206,1
930,206,2
931,206,2
932,206,2
933,206,2
934,207,1
935,207,1
936,207,1
937,207,1
938,208,1
939,208,1
940,208,1
941,209,1
942,209,1
943,209,1
944,209,1
945,210,2
946,210,2
947,210,2
948,211,1
949,211,1
950,212,1
951,212,1
952,212,1
953,212,2
954,212,2
955,213,1
956,213,1
957,213,1
958,213,1
959,214,2
960,214,2
961,214,2
962,214,2
963,215,1
964,215,1
965,215,1
966,215,2
967,215,2
968,215,2
969,216,1
970,216,1
971,216,2
972,216,2
973,216,2
974,218,1
975,218,1
976,218,1
977,218,1
978,218,2
979,218,2
980,218,2
981,219,1
982,219,1
983,219,1
984,219,1
985,220,1
986,220,1
987,220,1
988,220,1
989,220,2
990,220,2
991,220,2
992,220,2
993,222,1
994,222,1
995,222,2
996,222,2
997,222,2
998,222,2
999,223,2
1000,223,2
1007,208,1
1012,62,2
1019,83,2
1020,29,2
1021,161,1
1027,47,2
1041,28,2
1044,11,1
1053,217,1
1054,138,1
1067,63,2
1069,203,1
1070,4,1
1077,222,1
1083,210,2
1084,99,1
1085,106,1
1086,144,2
1090,177,1
1096,182,2
1097,217,2
1099,146,2
1102,158,2
1103,20,2
1111,171,1
1113,77,2
1116,151,2
1118,122,1
1119,219,1
1122,72,2
1123,208,2
1131,135,2
1139,124,2
1144,189,1
1146,32,1
1150,74,2
1152,152,2
1156,66,1
1158,108,1
1160,208,2
1162,114,2
1183,126,2
1186,6,2
1188,134,1
1191,90,2
1197,75,1
1201,68,2
1203,147,2
1206,6,2
1208,206,2
1221,141,2
1222,102,1
1225,118,2
1227,163,2
1229,43,1
1230,213,2
1231,181,2
1235,53,2
1247,52,1
1254,105,2
1255,190,2
1257,3,1
1258,187,1
1259,165,1
1264,23,1
1265,198,2
1273,149,1
1278,190,1
1283,89,2
1286,48,2
1287,49,2
1288,200,1
1290,134,2
1293,100,2
1294,159,1
1299,212,1
1300,199,2
1303,30,2
1308,202,1
1313,120,1
1314,147,2
1321,92,2
1326,121,1
1334,51,2
1337,202,1
1338,129,2
1343,159,2
1349,167,2
1352,5,1
1354,217,1
1359,77,1
1363,107,1
1364,44,1
1369,117,2
1380,21,2
1381,209,2
1382,145,1
1383,216,2
1385,139,1
1387,107,1
1388,118,1
1393,188,1
1395,214,2
1396,25,2
1398,136,2
1400,4,2
1404,109,2
1409,64,2
1411,93,1
1412,220,1
1413,26,2
1414,191,1
1428,177,2
1431,119,2
1434,160,2
1438,209,2
1441,166,1
1446,41,2
1453,159,1
1457,8,2
1464,87,1
1471,104,2
1474,164,2
1489,112,1
1494,45,1
1498,73,2
1505,71,1
1510,50,1
1514,97,1
1518,129,1
1520,25,2
1521,212,1
1523,53,1
1525,43,2
1527,101,2
1529,4,2
1536,16,2
1554,101,2
1565,99,1
1567,163,1
1572,125,1
1573,157,1
1578,197,1
1581,5,2
1584,36,2
1585,118,2
1586,130,1
1590,133,2
1594,41,1
1602,105,2
1613,220,1
1622,59,1
1625,198,2
1629,205,2
1642,177,2
1648,197,2
1649,101,1
1655,95,2
1662,165,1
1675,211,2
1677,175,2
1681,73,1
1684,200,2
1686,42,1
1688,89,1
1689,214,2
1697,108,1
1699,12,2
1701,141,2
1711,127,1
1713,70,1
1714,195,1
1717,28,1
1718,28,1
1720,145,2
1721,171,2
1731,88,2
1736,167,2
1744,61,1
1757,39,2
1758,99,1
1761,205,2
1769,55,2
1774,123,2
1777,67,1
1780,188,1
1781,28,1
1783,150,2
1785,124,2
1786,147,2
1789,21,2
1795,42,1
1799,20,1
1800,205,2
1801,150,1
1810,184,1
1811,11,2
1814,175,1
1815,25,1
1816,184,2
1817,87,1
1818,38,2
1819,175,1
1822,32,2
1824,146,2
1825,216,1
1827,139,1
1828,128,2
1829,6,2
1833,105,1
1835,14,2
1842,182,1
1850,159,2
1853,152,1
1859,95,1
1862,51,1
1866,168,2
1872,138,1
1884,150,2
1885,46,2
1886,58,2
1890,101,2
1896,37,2
1897,54,1
1899,163,2
1905,158,1
1913,167,1
1914,56,1
1919,148,2
1920,12,2
1921,106,2
1922,67,2
1925,162,2
1928,183,2
1940,80,1
1941,142,1
1946,223,1
1951,203,2
1954,50,2
1955,41,2
1962,30,1
1966,157,1
1970,42,1
1983,42,1
1993,220,1
1995,15,2
1999,145,2
2001,154,1
2008,139,2
2010,12,2
2021,104,1
2022,115,1
2026,141,2
2029,94,1
2030,155,2
2038,76,1
2047,141,1
2058,89,1
2060,22,1
2065,72,2
2069,56,2
2075,193,2
2076,201,2
2077,213,2
2079,114,1
2080,42,1
2086,170,2
2095,94,1
2108,136,1
2114,214,2
2135,134,2
2136,152,2
2153,81,1
2154,159,1
2168,155,1
2176,2,2
2179,215,1
2180,191,2
2181,164,2
2193,25,1
2194,150,2
2195,172,2
2202,139,1
2211,23,2
2214,10,1
2221,30,2
2232,22,1
2242,139,2
2247,201,2
2253,81,2
2255,94,2
2260,130,2
2262,178,2
2263,13,1
2271,221,1
2272,15,1
2275,11,1
2276,217,1
2278,160,2
2284,34,1
2290,95,1
2291,66,2
2294,117,2
2296,208,2
2305,193,2
2306,24,1
2312,216,2
2314,167,2
2324,195,1
2327,19,1
2328,9,1
2329,142,1
2342,26,1
2346,99,2
2362,60,2
2363,129,1
2367,112,1
2368,142,2
2371,134,1
2381,183,1
2386,22,2
2388,68,2
2390,55,2
2392,204,2
2395,29,2
2397,184,2
2408,61,1
2410,11,2
2417,160,2
2421,14,2
2423,129,2
2424,17,1
2428,167,1
2437,67,2
2441,53,1
2442,165,2
2444,1,1
2449,85,1
2451,78,1
2452,137,1
2459,69,2
2465,217,1
2466,34,2
2468,217,2
2469,183,2
2478,54,2
2482,37,1
2486,57,2
2491,84,1
2510,176,1
2513,151,1
2514,182,1
2520,59,2
2524,121,2
2527,97,2
2528,25,2
2530,41,1
2533,44,2
2540,6,2
2556,148,2
2559,3,1
2561,63,1
2569,220,1
2570,152,1
2575,113,2
2578,165,1
2580,177,1
2584,183,2
2591,53,1
2596,140,1
2598,217,1
2599,166,2
2601,47,1
2610,181,2
2611,127,1
2613,68,2
2617,32,1
2622,166,2
2624,2,1
2628,77,2
2630,25,2
2634,126,2
2636,155,2
2637,175,1
2638,17,2
2646,155,1
2656,118,2
2659,140,2
2665,62,2
2671,30,2
2678,28,2
2679,223,2
2684,146,2
2685,149,1
2697,70,2
2701,111,1
2711,125,2
2714,192,2
2727,129,2
2735,202,1
2744,114,2
2745,86,2
2748,211,2
2751,95,2
2752,219,2
2756,208,1
2766,7,1
2776,176,2
2777,2,2
2780,120,1
2781,35,2
2787,67,1
2792,53,2
2793,216,2
2798,22,2
2803,163,1
2809,9,1
2815,96,2
2817,188,1
2829,25,1
2830,99,1
2833,106,1
2835,6,2
2841,26,1
2846,52,1
2847,108,2
2851,142,1
2858,74,2
2859,84,2
2863,36,2
2867,82,1
2868,64,1
2872,204,2
2873,14,2
2877,136,2
2884,78,2
2887,97,1
2889,97,1
2895,145,2
2898,208,2
2903,130,1
2908,133,1
2911,157,2
2913,62,2
2920,115,1
2921,59,1
2936,90,1
2938,101,1
2941,154,1
2942,210,2
2944,121,2
2945,70,2
2951,103,1
2962,208,1
2963,95,1
2964,210,1
2965,207,2
2968,34,1
2969,150,1
2970,68,2
2973,12,2
2984,148,1
2985,133,1
2993,34,2
3005,18,1
3012,144,2
3021,171,1
3024,200,1
3032,102,2
3045,134,1
3046,48,2
3049,142,2
3050,54,2
3063,98,2
3074,130,1
3075,14,2
3084,59,2
3090,171,1
3095,183,1
3098,27,2
3105,83,1
3108,154,1
3109,46,1
3115,59,1
3119,18,2
3121,6,2
3128,208,2
3131,51,2
3132,14,2
3133,210,2
3140,168,2
3152,144,1
3160,87,2
3183,115,1
3189,186,2
3193,104,1
3194,30,2
3195,185,2
3197,34,1
3200,133,2
3203,203,1
3207,14,2
3213,195,1
3225,36,2
3226,136,1
3242,55,2
3248,200,1
3249,172,2
3250,104,1
3260,216,2
3264,5,2
3273,26,2
3279,33,1
3289,11,2
3293,14,2
3299,56,1
3301,84,1
3303,44,1
3308,118,2
3318,52,1
3319,144,1
3320,164,1
3321,48,1
3328,195,1
3332,70,1
3342,108,2
3343,135,1
3344,195,2
3346,135,1
3347,69,1
3349,184,1
3350,1,2
3360,147,2
3363,104,2
3364,12,2
3367,40,2
3369,78,1
3371,147,2
3374,111,2
3376,28,2
3380,215,1
3384,125,1
3389,179,1
3390,14,2
3393,154,1
3395,205,2
3397,195,1
3399,198,2
3407,195,1
3416,11,1
3418,105,2
3420,5,2
3421,9,1
3427,54,1
3435,12,2
3437,4,1
3448,91,1
3453,221,1
3462,175,1
3464,212,1
3473,130,1
3476,104,1
3481,188,1
3489,60,1
3497,89,2
3499,23,2
3501,100,1
3509,12,2
3515,100,2
3516,10,2
3517,47,1
3518,146,1
3524,186,2
3528,191,2
3530,103,1
3534,144,2
3537,56,1
3543,176,1
3544,211,2
3545,155,2
3546,152,2
3548,188,1
3552,195,2
3560,85,1
3564,118,2
3572,156,1
3578,150,2
3595,75,2
3596,205,1
3604,53,1
3621,36,1
3627,222,1
3628,198,2
3629,101,1
3630,187,2
3631,132,1
3632,120,2
3642,40,2
3652,128,1
3660,162,1
3664,200,1
3669,181,2
3672,24,2
3677,220,1
3683,193,2
3687,147,2
3688,97,2
3689,145,1
3693,40,1
3698,57,2
3704,51,1
3711,151,1
3722,150,2
3725,131,1
3737,221,1
3741,184,2
3744,185,2
3757,33,1
3759,88,2
3770,21,1
3774,214,1
3775,30,2
3827,139,2
3828,192,2
3832,168,1
3841,84,1
3845,52,1
3860,68,1
3878,184,2
3883,7,1
3888,2,1
3890,185,2
3894,101,2
3900,171,1
3904,77,1
3905,157,1
3909,103,2
3912,197,1
3917,214,2
3919,101,2
3926,172,1
3938,16,1
3949,206,1
3954,97,1
3961,106,2
3962,118,2
3969,45,1
3973,94,1
3979,60,1
3983,197,1
3989,67,1
3990,73,1
3995,112,2
3997,28,1
3999,102,2
4001,163,1
4004,180,1
4005,184,1
4008,44,1
4010,15,1
4017,34,2
4019,166,1
4020,75,2
4021,164,2
4029,127,2
4030,219,1
4032,128,2
4034,174,1
4045,17,2
4049,85,1
4052,92,1
4067,16,2
4068,98,2
4079,32,2
4087,41,2
4088,57,2
4089,188,1
4090,193,2
4095,117,2
4106,77,1
4108,169,1
4124,95,1
4134,180,1
4135,113,1
4136,52,2
4140,170,2
4142,193,1
4147,7,1
4154,187,1
4156,5,1
4163,71,1
4168,43,2
4169,31,2
4171,167,1
4178,155,1
4179,190,1
4181,198,2
4191,182,1
4193,49,1
4204,134,1
4209,182,2
4210,192,1
4212,67,1
4213,5,2
4231,102,2
4232,201,2
4238,136,1
4243,199,2
4250,99,1
4252,125,1
4254,83,2
4260,85,1
4261,108,1
4264,201,2
4265,58,2
4272,60,1
4276,7,1
4278,204,2
4279,115,1
4281,149,2
4282,86,2
4285,60,1
4296,197,2
4304,125,2
4306,178,1
4317,14,2
4318,88,1
4319,28,1
4322,73,2
4327,115,1
4330,140,1
4338,25,1
4339,189,2
4346,101,1
4352,60,2
4356,33,2
4357,39,2
4358,65,1
4360,40,1
4364,82,1
4365,114,1
4369,5,1
4371,33,2
4372,89,1
4376,9,1
4384,13,2
4387,61,2
4388,109,2
4389,159,1
4395,197,2
4396,127,1
4397,37,1
4407,222,2
4417,92,1
4419,11,1
4420,15,1
4425,95,2
4427,42,1
4428,126,2
4433,198,2
4438,165,2
4441,86,2
4443,38,1
4444,67,2
4445,192,2
4451,24,1
4452,5,2
4453,183,1
4463,202,2
4466,105,1
4469,102,1
4478,98,2
4482,127,1
4483,72,2
4486,174,1
4500,2,2
4502,168,2
4507,83,1
4534,78,2
4535,115,2
4540,143,1
4554,136,1
4556,160,2
4558,5,2
4568,165,2
4573,202,1
4579,157,2
